order_date,order_line,order_id,quantity,price,total_price,model,category_1,category_2,frame_material,bikeshop_name,city,state
2012-07-17T00:00:00Z,9,531,1,2060,2060,F-Si 2,Mountain,Cross Country Race,Aluminum,New York Cycles,New York,NY
2012-07-17T00:00:00Z,1,532,1,4260,4260,Scalpel 29 Carbon 3,Mountain,Cross Country Race,Carbon,Nashville Cruisers,Nashville,TN
2012-07-17T00:00:00Z,2,532,1,1680,1680,CAAD12 105,Road,Elite Road,Aluminum,Nashville Cruisers,Nashville,TN
2012-07-17T00:00:00Z,3,532,1,2450,2450,SuperX Ultegra,Road,Cyclocross,Carbon,Nashville Cruisers,Nashville,TN
2012-07-17T00:00:00Z,4,532,1,1030,1030,Synapse Sora,Road,Endurance Road,Aluminum,Nashville Cruisers,Nashville,TN
2012-07-17T00:00:00Z,5,532,1,1960,1960,SuperX 105,Road,Cyclocross,Carbon,Nashville Cruisers,Nashville,TN
2012-07-17T00:00:00Z,6,532,1,5330,5330,Supersix Evo Hi-Mod Dura Ace 2,Road,Elite Road,Carbon,Nashville Cruisers,Nashville,TN
2012-07-17T00:00:00Z,7,532,1,1250,1250,CAAD8 Tiagra,Road,Elite Road,Aluminum,Nashville Cruisers,Nashville,TN
2012-07-17T00:00:00Z,8,532,1,3200,3200,Jekyll Carbon 4,Mountain,Over Mountain,Carbon,Nashville Cruisers,Nashville,TN
2012-07-17T00:00:00Z,9,532,1,1950,1950,Slice 105,Road,Triathalon,Carbon,Nashville Cruisers,Nashville,TN
2012-07-17T00:00:00Z,10,532,1,3200,3200,Supersix Evo Ultegra 3,Road,Elite Road,Carbon,Nashville Cruisers,Nashville,TN
2012-07-17T00:00:00Z,11,532,1,2660,2660,CAAD Disc Ultegra,Road,Elite Road,Aluminum,Nashville Cruisers,Nashville,TN
2012-07-17T00:00:00Z,12,532,1,2880,2880,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,Nashville Cruisers,Nashville,TN
2012-07-17T00:00:00Z,13,532,1,585,585,Catalyst 2,Mountain,Sport,Aluminum,Nashville Cruisers,Nashville,TN
2012-07-17T00:00:00Z,14,532,1,2660,2660,Synapse Carbon Disc 105,Road,Endurance Road,Carbon,Nashville Cruisers,Nashville,TN
2012-07-17T00:00:00Z,15,532,1,3200,3200,Synapse Carbon Ultegra 3,Road,Endurance Road,Carbon,Nashville Cruisers,Nashville,TN
2012-07-17T00:00:00Z,16,532,1,480,480,Catalyst 3,Mountain,Sport,Aluminum,Nashville Cruisers,Nashville,TN
2012-07-18T00:00:00Z,1,533,1,12250,12250,Habit Hi-Mod Black Inc.,Mountain,Trail,Carbon,Minneapolis Bike Shop,Minneapolis,MN
2012-07-18T00:00:00Z,2,533,1,1570,1570,Synapse Disc 105,Road,Endurance Road,Aluminum,Minneapolis Bike Shop,Minneapolis,MN
2012-07-18T00:00:00Z,3,533,1,2240,2240,CAAD12 Ultegra,Road,Elite Road,Aluminum,Minneapolis Bike Shop,Minneapolis,MN
2012-07-18T00:00:00Z,4,533,1,6390,6390,Scalpel-Si Carbon 2,Mountain,Cross Country Race,Carbon,Minneapolis Bike Shop,Minneapolis,MN
2012-07-18T00:00:00Z,5,533,1,2060,2060,F-Si 2,Mountain,Cross Country Race,Aluminum,Minneapolis Bike Shop,Minneapolis,MN
2012-07-18T00:00:00Z,6,533,2,2660,5320,Bad Habit 2,Mountain,Trail,Aluminum,Minneapolis Bike Shop,Minneapolis,MN
2012-07-18T00:00:00Z,7,533,1,815,815,CAAD8 Claris,Road,Elite Road,Aluminum,Minneapolis Bike Shop,Minneapolis,MN
2012-07-18T00:00:00Z,8,533,1,3200,3200,Jekyll Carbon 4,Mountain,Over Mountain,Carbon,Minneapolis Bike Shop,Minneapolis,MN
2012-07-18T00:00:00Z,9,533,1,2240,2240,Supersix Evo 105,Road,Elite Road,Carbon,Minneapolis Bike Shop,Minneapolis,MN
2012-07-18T00:00:00Z,10,533,1,5330,5330,Scalpel-Si Carbon 3,Mountain,Cross Country Race,Carbon,Minneapolis Bike Shop,Minneapolis,MN
2012-07-18T00:00:00Z,11,533,2,3200,6400,Bad Habit 1,Mountain,Trail,Aluminum,Minneapolis Bike Shop,Minneapolis,MN
2012-07-18T00:00:00Z,12,533,1,2880,2880,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,Minneapolis Bike Shop,Minneapolis,MN
2012-07-18T00:00:00Z,13,533,2,4800,9600,Synapse Carbon Disc Ultegra D12,Road,Endurance Road,Carbon,Minneapolis Bike Shop,Minneapolis,MN
2012-07-18T00:00:00Z,14,533,1,3500,3500,SuperX Hi-Mod CX1,Road,Cyclocross,Carbon,Minneapolis Bike Shop,Minneapolis,MN
2012-07-18T00:00:00Z,1,534,1,3200,3200,Slice Ultegra D12,Road,Triathalon,Carbon,Miami Race Equipment,Miami,FL
2012-07-18T00:00:00Z,2,534,1,1750,1750,SuperX Rival CX1,Road,Cyclocross,Carbon,Miami Race Equipment,Miami,FL
2012-07-18T00:00:00Z,3,534,1,815,815,Trail 5,Mountain,Sport,Aluminum,Miami Race Equipment,Miami,FL
2012-07-18T00:00:00Z,4,534,1,2340,2340,F-Si 1,Mountain,Cross Country Race,Aluminum,Miami Race Equipment,Miami,FL
2012-07-18T00:00:00Z,5,534,1,1840,1840,Supersix Evo Tiagra,Road,Elite Road,Carbon,Miami Race Equipment,Miami,FL
2012-07-18T00:00:00Z,6,534,1,4800,4800,Synapse Carbon Disc Ultegra D12,Road,Endurance Road,Carbon,Miami Race Equipment,Miami,FL
2012-07-18T00:00:00Z,7,534,1,2660,2660,CAAD Disc Ultegra,Road,Elite Road,Aluminum,Miami Race Equipment,Miami,FL
2012-07-18T00:00:00Z,8,534,1,2240,2240,CAAD12 Ultegra,Road,Elite Road,Aluminum,Miami Race Equipment,Miami,FL
2012-07-18T00:00:00Z,9,534,1,1950,1950,CAAD12 Disc 105,Road,Elite Road,Aluminum,Miami Race Equipment,Miami,FL
2012-07-18T00:00:00Z,10,534,1,1840,1840,F-Si 3,Mountain,Cross Country Race,Aluminum,Miami Race Equipment,Miami,FL
2012-07-18T00:00:00Z,11,534,2,1250,2500,CAAD8 Tiagra,Road,Elite Road,Aluminum,Miami Race Equipment,Miami,FL
2012-07-18T00:00:00Z,12,534,1,870,870,Synapse Claris,Road,Endurance Road,Aluminum,Miami Race Equipment,Miami,FL
2012-07-18T00:00:00Z,13,534,1,1250,1250,Synapse Disc Tiagra,Road,Endurance Road,Aluminum,Miami Race Equipment,Miami,FL
2012-07-18T00:00:00Z,14,534,1,7000,7000,Slice Hi-Mod Black Inc.,Road,Triathalon,Carbon,Miami Race Equipment,Miami,FL
2012-07-18T00:00:00Z,15,534,1,3200,3200,Synapse Carbon Ultegra 3,Road,Endurance Road,Carbon,Miami Race Equipment,Miami,FL
2012-07-18T00:00:00Z,16,534,2,2130,4260,Synapse Disc Adventure,Road,Endurance Road,Aluminum,Miami Race Equipment,Miami,FL
2012-07-18T00:00:00Z,1,535,1,2450,2450,SuperX Ultegra,Road,Cyclocross,Carbon,Miami Race Equipment,Miami,FL
2012-07-18T00:00:00Z,1,536,1,980,980,Trail 4,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2012-07-20T00:00:00Z,1,537,1,9590,9590,Synapse Hi-Mod Disc Black Inc.,Road,Endurance Road,Carbon,New Orleans Velocipedes,New Orleans,LA
2012-07-20T00:00:00Z,2,537,1,705,705,Catalyst 1,Mountain,Sport,Aluminum,New Orleans Velocipedes,New Orleans,LA
2012-07-20T00:00:00Z,3,537,1,2130,2130,Synapse Disc Adventure,Road,Endurance Road,Aluminum,New Orleans Velocipedes,New Orleans,LA
2012-07-24T00:00:00Z,1,538,1,1570,1570,Synapse Disc 105,Road,Endurance Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2012-07-24T00:00:00Z,2,538,1,9590,9590,Synapse Hi-Mod Disc Black Inc.,Road,Endurance Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2012-07-24T00:00:00Z,3,538,1,585,585,Catalyst 2,Mountain,Sport,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2012-07-24T00:00:00Z,4,538,1,815,815,CAAD8 Claris,Road,Elite Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2012-07-24T00:00:00Z,5,538,1,2880,2880,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2012-07-24T00:00:00Z,6,538,1,1030,1030,Synapse Sora,Road,Endurance Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2012-07-24T00:00:00Z,1,539,1,3730,3730,Habit Carbon 3,Mountain,Trail,Carbon,Kansas City 29ers,Kansas City,KS
2012-07-24T00:00:00Z,2,539,3,870,2610,Synapse Claris,Road,Endurance Road,Aluminum,Kansas City 29ers,Kansas City,KS
2012-07-24T00:00:00Z,3,539,1,1840,1840,Syapse Carbon Tiagra,Road,Endurance Road,Carbon,Kansas City 29ers,Kansas City,KS
2012-07-24T00:00:00Z,4,539,1,1250,1250,Synapse Disc Tiagra,Road,Endurance Road,Aluminum,Kansas City 29ers,Kansas City,KS
2012-07-24T00:00:00Z,5,539,1,2130,2130,Fat CAAD2,Mountain,Fat Bike,Aluminum,Kansas City 29ers,Kansas City,KS
2012-07-24T00:00:00Z,6,539,1,3200,3200,CAAD12 Red,Road,Elite Road,Aluminum,Kansas City 29ers,Kansas City,KS
2012-07-24T00:00:00Z,7,539,1,815,815,CAAD8 Claris,Road,Elite Road,Aluminum,Kansas City 29ers,Kansas City,KS
2012-07-24T00:00:00Z,8,539,2,5330,10660,Habit Carbon 2,Mountain,Trail,Carbon,Kansas City 29ers,Kansas City,KS
2012-07-24T00:00:00Z,9,539,1,2660,2660,Synapse Carbon Ultegra 4,Road,Endurance Road,Carbon,Kansas City 29ers,Kansas City,KS
2012-07-24T00:00:00Z,10,539,1,2880,2880,Habit 4,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2012-07-24T00:00:00Z,11,539,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2012-07-24T00:00:00Z,12,539,1,4260,4260,Scalpel-Si Carbon 4,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2012-07-24T00:00:00Z,13,539,1,2450,2450,SuperX Ultegra,Road,Cyclocross,Carbon,Kansas City 29ers,Kansas City,KS
2012-07-24T00:00:00Z,14,539,2,3200,6400,Synapse Carbon Ultegra 3,Road,Endurance Road,Carbon,Kansas City 29ers,Kansas City,KS
2012-07-24T00:00:00Z,15,539,1,1080,1080,Trail 3,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2012-07-24T00:00:00Z,16,539,1,1950,1950,Slice 105,Road,Triathalon,Carbon,Kansas City 29ers,Kansas City,KS
2012-07-24T00:00:00Z,17,539,1,1680,1680,CAAD12 105,Road,Elite Road,Aluminum,Kansas City 29ers,Kansas City,KS
2012-07-24T00:00:00Z,18,539,1,1840,1840,F-Si 3,Mountain,Cross Country Race,Aluminum,Kansas City 29ers,Kansas City,KS
2012-07-25T00:00:00Z,1,540,2,585,1170,Catalyst 2,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2012-07-25T00:00:00Z,2,540,1,2700,2700,Slice Ultegra,Road,Triathalon,Carbon,Kansas City 29ers,Kansas City,KS
2012-07-25T00:00:00Z,3,540,1,2660,2660,CAAD Disc Ultegra,Road,Elite Road,Aluminum,Kansas City 29ers,Kansas City,KS
2012-07-25T00:00:00Z,4,540,2,3200,6400,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Kansas City 29ers,Kansas City,KS
2012-07-25T00:00:00Z,5,540,3,4800,14400,Synapse Carbon Disc Ultegra D12,Road,Endurance Road,Carbon,Kansas City 29ers,Kansas City,KS
2012-07-25T00:00:00Z,6,540,1,1350,1350,Trail 2,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2012-07-25T00:00:00Z,7,540,1,4260,4260,Scalpel 29 Carbon 3,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2012-07-25T00:00:00Z,8,540,1,2880,2880,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2012-07-25T00:00:00Z,9,540,1,1840,1840,Syapse Carbon Tiagra,Road,Endurance Road,Carbon,Kansas City 29ers,Kansas City,KS
2012-07-25T00:00:00Z,10,540,1,1840,1840,Supersix Evo Tiagra,Road,Elite Road,Carbon,Kansas City 29ers,Kansas City,KS
2012-07-25T00:00:00Z,11,540,1,1520,1520,Trail 1,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2012-07-25T00:00:00Z,12,540,1,2340,2340,Habit 5,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2012-07-25T00:00:00Z,13,540,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2012-07-25T00:00:00Z,14,540,1,1620,1620,Beast of the East 3,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2012-07-25T00:00:00Z,15,540,1,1680,1680,CAAD12 105,Road,Elite Road,Aluminum,Kansas City 29ers,Kansas City,KS
2012-07-25T00:00:00Z,16,540,1,2240,2240,Supersix Evo 105,Road,Elite Road,Carbon,Kansas City 29ers,Kansas City,KS
2012-07-25T00:00:00Z,17,540,2,980,1960,Trail 4,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2012-07-26T00:00:00Z,1,541,1,5330,5330,Synapse Hi-Mod Disc Ultegra,Road,Endurance Road,Carbon,New York Cycles,New York,NY
2012-07-26T00:00:00Z,2,541,1,1570,1570,Synapse Disc 105,Road,Endurance Road,Aluminum,New York Cycles,New York,NY
2012-07-26T00:00:00Z,3,541,1,3200,3200,Trigger Carbon 4,Mountain,Over Mountain,Carbon,New York Cycles,New York,NY
2012-07-26T00:00:00Z,4,541,1,1350,1350,Trail 2,Mountain,Sport,Aluminum,New York Cycles,New York,NY
2012-07-26T00:00:00Z,5,541,1,1620,1620,Beast of the East 3,Mountain,Trail,Aluminum,New York Cycles,New York,NY
2012-07-26T00:00:00Z,6,541,1,2700,2700,Slice Ultegra,Road,Triathalon,Carbon,New York Cycles,New York,NY
2012-07-26T00:00:00Z,7,541,2,1520,3040,Trail 1,Mountain,Sport,Aluminum,New York Cycles,New York,NY
2012-07-26T00:00:00Z,8,541,1,11190,11190,F-Si Black Inc.,Mountain,Cross Country Race,Carbon,New York Cycles,New York,NY
2012-07-26T00:00:00Z,9,541,1,2130,2130,Synapse Disc Adventure,Road,Endurance Road,Aluminum,New York Cycles,New York,NY
2012-07-26T00:00:00Z,1,542,1,4500,4500,Slice Hi-Mod Dura Ace D12,Road,Triathalon,Carbon,Portland Bi-peds,Portland,OR
2012-07-26T00:00:00Z,2,542,7,2130,14910,Beast of the East 2,Mountain,Trail,Aluminum,Portland Bi-peds,Portland,OR
2012-07-26T00:00:00Z,3,542,1,3730,3730,Fat CAAD1,Mountain,Fat Bike,Aluminum,Portland Bi-peds,Portland,OR
2012-07-26T00:00:00Z,4,542,1,2660,2660,Synapse Carbon Disc 105,Road,Endurance Road,Carbon,Portland Bi-peds,Portland,OR
2012-07-26T00:00:00Z,5,542,1,1250,1250,Synapse Disc Tiagra,Road,Endurance Road,Aluminum,Portland Bi-peds,Portland,OR
2012-07-26T00:00:00Z,6,542,1,2340,2340,F-Si 1,Mountain,Cross Country Race,Aluminum,Portland Bi-peds,Portland,OR
2012-07-26T00:00:00Z,7,542,1,415,415,Catalyst 4,Mountain,Sport,Aluminum,Portland Bi-peds,Portland,OR
2012-07-26T00:00:00Z,1,543,1,2130,2130,Fat CAAD2,Mountain,Fat Bike,Aluminum,Miami Race Equipment,Miami,FL
2012-07-26T00:00:00Z,2,543,1,815,815,Trail 5,Mountain,Sport,Aluminum,Miami Race Equipment,Miami,FL
2012-07-26T00:00:00Z,3,543,1,7000,7000,Slice Hi-Mod Black Inc.,Road,Triathalon,Carbon,Miami Race Equipment,Miami,FL
2012-07-26T00:00:00Z,4,543,1,2240,2240,Supersix Evo 105,Road,Elite Road,Carbon,Miami Race Equipment,Miami,FL
2012-07-26T00:00:00Z,5,543,1,5860,5860,CAAD12 Black Inc,Road,Elite Road,Aluminum,Miami Race Equipment,Miami,FL
2012-07-26T00:00:00Z,6,543,1,2660,2660,Bad Habit 2,Mountain,Trail,Aluminum,Miami Race Equipment,Miami,FL
2012-07-26T00:00:00Z,7,543,1,2660,2660,CAAD Disc Ultegra,Road,Elite Road,Aluminum,Miami Race Equipment,Miami,FL
2012-07-26T00:00:00Z,8,543,1,2660,2660,Synapse Carbon Ultegra 4,Road,Endurance Road,Carbon,Miami Race Equipment,Miami,FL
2012-07-26T00:00:00Z,1,544,1,1030,1030,Synapse Sora,Road,Endurance Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2012-07-26T00:00:00Z,2,544,1,1030,1030,CAAD8 Sora,Road,Elite Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2012-07-26T00:00:00Z,3,544,1,1570,1570,Synapse Disc 105,Road,Endurance Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2012-07-26T00:00:00Z,4,544,2,2660,5320,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2012-07-26T00:00:00Z,5,544,1,10660,10660,Supersix Evo Hi-Mod Team,Road,Elite Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2012-07-26T00:00:00Z,6,544,1,2240,2240,Synapse Carbon 105,Road,Endurance Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2012-07-26T00:00:00Z,7,544,2,6390,12780,Scalpel-Si Carbon 2,Mountain,Cross Country Race,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2012-07-26T00:00:00Z,8,544,1,3200,3200,Slice Ultegra D12,Road,Triathalon,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2012-07-26T00:00:00Z,9,544,1,3200,3200,Synapse Carbon Ultegra 3,Road,Endurance Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2012-07-26T00:00:00Z,10,544,1,2660,2660,Bad Habit 2,Mountain,Trail,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2012-07-26T00:00:00Z,11,544,1,2130,2130,Synapse Disc Adventure,Road,Endurance Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2012-07-26T00:00:00Z,12,544,1,1840,1840,F-Si 3,Mountain,Cross Country Race,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2012-07-26T00:00:00Z,13,544,1,2880,2880,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2012-07-26T00:00:00Z,14,544,1,1350,1350,Trail 2,Mountain,Sport,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2012-07-26T00:00:00Z,15,544,1,2660,2660,Synapse Carbon Ultegra 4,Road,Endurance Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2012-07-26T00:00:00Z,16,544,1,2130,2130,Fat CAAD2,Mountain,Fat Bike,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2012-07-26T00:00:00Z,17,544,2,815,1630,CAAD8 Claris,Road,Elite Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2012-07-26T00:00:00Z,18,544,1,2660,2660,CAAD Disc Ultegra,Road,Elite Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2012-07-26T00:00:00Z,19,544,1,1750,1750,SuperX Rival CX1,Road,Cyclocross,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2012-07-27T00:00:00Z,1,545,1,9060,9060,F-Si Hi-Mod Team,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
2012-07-27T00:00:00Z,2,545,1,1030,1030,Synapse Sora,Road,Endurance Road,Aluminum,Denver Bike Shop,Denver,CO
2012-07-27T00:00:00Z,3,545,2,11190,22380,F-Si Black Inc.,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
2012-07-27T00:00:00Z,4,545,1,2880,2880,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
2012-07-27T00:00:00Z,5,545,1,480,480,Catalyst 3,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2012-07-27T00:00:00Z,6,545,1,2240,2240,Synapse Carbon 105,Road,Endurance Road,Carbon,Denver Bike Shop,Denver,CO
2012-07-27T00:00:00Z,7,545,1,1950,1950,Habit 6,Mountain,Trail,Aluminum,Denver Bike Shop,Denver,CO
2012-07-27T00:00:00Z,8,545,1,7460,7460,Scalpel-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
2012-07-27T00:00:00Z,9,545,1,3200,3200,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,Denver Bike Shop,Denver,CO
2012-07-27T00:00:00Z,10,545,1,3200,3200,Supersix Evo Ultegra 3,Road,Elite Road,Carbon,Denver Bike Shop,Denver,CO
2012-07-27T00:00:00Z,11,545,1,3200,3200,Trigger Carbon 4,Mountain,Over Mountain,Carbon,Denver Bike Shop,Denver,CO
2012-07-27T00:00:00Z,12,545,1,3200,3200,Slice Ultegra D12,Road,Triathalon,Carbon,Denver Bike Shop,Denver,CO
2012-07-27T00:00:00Z,13,545,1,2660,2660,CAAD Disc Ultegra,Road,Elite Road,Aluminum,Denver Bike Shop,Denver,CO
2012-07-27T00:00:00Z,14,545,1,6390,6390,Scalpel 29 Carbon Race,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
2012-07-27T00:00:00Z,15,545,1,3840,3840,Jekyll Carbon 3,Mountain,Over Mountain,Carbon,Denver Bike Shop,Denver,CO
2012-07-27T00:00:00Z,16,545,1,2660,2660,Synapse Carbon Disc 105,Road,Endurance Road,Carbon,Denver Bike Shop,Denver,CO
2012-07-27T00:00:00Z,17,545,1,5330,5330,Scalpel-Si Carbon 3,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
2012-07-27T00:00:00Z,1,546,9,1250,11250,Synapse Disc Tiagra,Road,Endurance Road,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2012-07-27T00:00:00Z,2,546,7,2660,18620,Synapse Carbon Ultegra 4,Road,Endurance Road,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2012-07-27T00:00:00Z,3,546,1,2240,2240,CAAD12 Ultegra,Road,Elite Road,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2012-07-27T00:00:00Z,4,546,1,3200,3200,Supersix Evo Ultegra 3,Road,Elite Road,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2012-07-27T00:00:00Z,5,546,1,2340,2340,F-Si 1,Mountain,Cross Country Race,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2012-07-27T00:00:00Z,6,546,1,2130,2130,Synapse Disc Adventure,Road,Endurance Road,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2012-07-27T00:00:00Z,7,546,1,1840,1840,Syapse Carbon Tiagra,Road,Endurance Road,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2012-07-27T00:00:00Z,8,546,1,1410,1410,CAAD8 105,Road,Elite Road,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2012-07-27T00:00:00Z,9,546,1,1570,1570,Synapse Disc 105,Road,Endurance Road,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2012-07-27T00:00:00Z,10,546,1,9590,9590,Synapse Hi-Mod Disc Black Inc.,Road,Endurance Road,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2012-07-27T00:00:00Z,11,546,1,1840,1840,Supersix Evo Tiagra,Road,Elite Road,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2012-07-27T00:00:00Z,12,546,4,3200,12800,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2012-07-27T00:00:00Z,13,546,5,3940,19700,Supersix Evo Red,Road,Elite Road,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2012-07-27T00:00:00Z,14,546,1,3500,3500,SuperX Hi-Mod CX1,Road,Cyclocross,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2012-07-27T00:00:00Z,15,546,1,2660,2660,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2012-07-27T00:00:00Z,16,546,3,415,1245,Catalyst 4,Mountain,Sport,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2012-07-27T00:00:00Z,17,546,1,2240,2240,Supersix Evo 105,Road,Elite Road,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2012-07-31T00:00:00Z,1,547,1,5330,5330,Synapse Hi-Mod Disc Ultegra,Road,Endurance Road,Carbon,Ann Arbor Speed,Ann Arbor,MI
2012-07-31T00:00:00Z,2,547,2,870,1740,Synapse Claris,Road,Endurance Road,Aluminum,Ann Arbor Speed,Ann Arbor,MI
2012-08-01T00:00:00Z,1,548,1,2700,2700,Slice Ultegra,Road,Triathalon,Carbon,Los Angeles Cycles,Los Angeles,CA
2012-08-01T00:00:00Z,2,548,2,2660,5320,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,Los Angeles Cycles,Los Angeles,CA
2012-08-01T00:00:00Z,3,548,1,815,815,CAAD8 Claris,Road,Elite Road,Aluminum,Los Angeles Cycles,Los Angeles,CA
2012-08-01T00:00:00Z,4,548,1,2660,2660,Synapse Carbon Ultegra 4,Road,Endurance Road,Carbon,Los Angeles Cycles,Los Angeles,CA
2012-08-01T00:00:00Z,5,548,1,2240,2240,Supersix Evo 105,Road,Elite Road,Carbon,Los Angeles Cycles,Los Angeles,CA
2012-08-02T00:00:00Z,1,549,1,3200,3200,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Kansas City 29ers,Kansas City,KS
2012-08-02T00:00:00Z,2,549,1,1250,1250,CAAD8 Tiagra,Road,Elite Road,Aluminum,Kansas City 29ers,Kansas City,KS
2012-08-02T00:00:00Z,3,549,1,2340,2340,F-Si 1,Mountain,Cross Country Race,Aluminum,Kansas City 29ers,Kansas City,KS
2012-08-02T00:00:00Z,4,549,1,3730,3730,Fat CAAD1,Mountain,Fat Bike,Aluminum,Kansas City 29ers,Kansas City,KS
2012-08-02T00:00:00Z,5,549,1,3840,3840,Jekyll Carbon 3,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
2012-08-02T00:00:00Z,6,549,1,415,415,Catalyst 4,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2012-08-02T00:00:00Z,7,549,1,1080,1080,Trail 3,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2012-08-02T00:00:00Z,8,549,1,2340,2340,Habit 5,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2012-08-02T00:00:00Z,9,549,1,870,870,Synapse Claris,Road,Endurance Road,Aluminum,Kansas City 29ers,Kansas City,KS
2012-08-02T00:00:00Z,10,549,1,3200,3200,Trigger Carbon 4,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
2012-08-02T00:00:00Z,11,549,1,6390,6390,F-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2012-08-02T00:00:00Z,1,550,1,2660,2660,Synapse Carbon Ultegra 4,Road,Endurance Road,Carbon,Denver Bike Shop,Denver,CO
2012-08-02T00:00:00Z,2,550,1,7460,7460,Habit Carbon 1,Mountain,Trail,Carbon,Denver Bike Shop,Denver,CO
